index_firm,CR-Last0,CR-Last1,CR-Last2,CR-Last3,CR-Last4,CR-Last5,CR-Last6,CR-Last7,QR-Last0,QR-Last1,QR-Last2,QR-Last3,QR-Last4,QR-Last5,QR-Last6,QR-Last7,NWC2TA-Last0,NWC2TA-Last1,NWC2TA-Last2,NWC2TA-Last3,NWC2TA-Last4,NWC2TA-Last5,NWC2TA-Last6,NWC2TA-Last7,CA2NA-Last0,CA2NA-Last1,CA2NA-Last2,CA2NA-Last3,CA2NA-Last4,CA2NA-Last5,CA2NA-Last6,CA2NA-Last7,ROA-Last0,ROA-Last1,ROA-Last2,ROA-Last3,ROA-Last4,ROA-Last5,ROA-Last6,ROA-Last7,NPM-Last0,NPM-Last1,NPM-Last2,NPM-Last3,NPM-Last4,NPM-Last5,NPM-Last6,NPM-Last7,ROE-Last0,ROE-Last1,ROE-Last2,ROE-Last3,ROE-Last4,ROE-Last5,ROE-Last6,ROE-Last7,TAT-Last0,TAT-Last1,TAT-Last2,TAT-Last3,TAT-Last4,TAT-Last5,TAT-Last6,TAT-Last7,R2NWC-Last0,R2NWC-Last1,R2NWC-Last2,R2NWC-Last3,R2NWC-Last4,R2NWC-Last5,R2NWC-Last6,R2NWC-Last7,RE2S-Last0,RE2S-Last1,RE2S-Last2,RE2S-Last3,RE2S-Last4,RE2S-Last5,RE2S-Last6,RE2S-Last7,S2NW-Last0,S2NW-Last1,S2NW-Last2,S2NW-Last3,S2NW-Last4,S2NW-Last5,S2NW-Last6,S2NW-Last7,D2TAR-Last0,D2TAR-Last1,D2TAR-Last2,D2TAR-Last3,D2TAR-Last4,D2TAR-Last5,D2TAR-Last6,D2TAR-Last7,D2E-Last0,D2E-Last1,D2E-Last2,D2E-Last3,D2E-Last4,D2E-Last5,D2E-Last6,D2E-Last7,TL2NW-Last0,TL2NW-Last1,TL2NW-Last2,TL2NW-Last3,TL2NW-Last4,TL2NW-Last5,TL2NW-Last6,TL2NW-Last7,emscore-Last0,emscore-Last1,emscore-Last2,emscore-Last3,emscore-Last4,emscore-Last5,emscore-Last6,emscore-Last7,class
47,0.0131113066156331,0.0104674469404764,0.00274412418974211,0,0.0096904871348338,0.0304303106698647,0.0156928717643989,0.0716107564593338,0.0166622952006399,0.00612452817016096,0.00549051430844017,0.0100809278620806,0.00640571169654231,0.0101477204035908,0.0248891975953685,0.0668284678437876,0.342503465715635,0.278838271399884,0.104063314495408,0.025613453123019,0.197443372285308,0.243684768893731,0.0713143403817699,0.364342178910374,0.216126297355427,0.329320004243447,0.247828325943809,0.135177885914002,0.093539169680728,0.156394213656752,0.159027080590633,0.161290078608556,0.711287300598663,0.143068654260093,0.488066228852559,0.384016314398072,0.408581867381177,0.419865656519474,0,0.489376539270562,0.875406416223855,0.27984557709103,0.498186671066977,0.450188247809714,0.590857012314689,0.743503899908261,0,0.921765947136504,0.781039245506898,0.574108274381102,0.144642574261564,0.17111136781572,0.298711021042928,0.101799342023919,0.482737516042198,0.222655956723618,0.322710985235195,0.257403589111293,0.270762590238198,0.259067961198881,0.171968419518111,0.339295105288903,0.21086167313379,0.281908420894599,0.860394931885339,0.599758055244697,0.296121410500835,0.583239768600813,0.233126872389632,0.0658601368182404,0.340338149851401,0.120788915554999,0.515500173388589,0.496428955831386,0.338021582014231,0.192961982077818,0.354994799393792,0.311834940193722,0.229178747297324,0.795665934376501,0.582739042682511,0.461711141739764,0.404552486673845,0.372135118031842,0.291684996865179,0.473068508935321,0.332939919345558,0.440204122324418,0.675934312170132,0.74570484811842,0.800484392194999,0.761237115037688,0.76098293061743,0.766969274809715,0.72429876541206,0.644561194004056,0.713287813199044,0.827236010008051,0.399910428889619,0.715500435917853,0.227174098598765,0.0513501057508923,0.300904715514514,0.188758162558042,0.188191652876271,0.351868954115121,0.517666239949972,0.433839927357534,0.463788854552073,0.49177150550633,0.429555648051807,0.268287248783179,0.0329680318398434,0.0262418174567729,0.030630624186717,0.0171788498257525,0.0324985005712003,0.0655826215779826,0.0459034858336992,0.094055886523279,0
48,0,0,0,0,0,0,0,0,0,0,0.00953543238734016,0,0,0,0,0.00141438675384103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656404925139814,0.0854810312926793,0.686960171678449,0.296288138516368,0.394931682808676,0.85757321564605,0.309547698450515,0.93118210888081,0.99446619371237,0.998772138289867,0.996035659634881,0.993440786619341,0.955525819672566,1,0,0,0,0,0.891805653590816,0.77175141148088,0.414291669146517,0.250755874618446,0.243897858657698,0.289703224220651,0.236447659932318,0.179214645460196,0.196476893283446,0.226835938994476,0.23134614846662,0,1,1,1,1,1,1,1,0.957129439802806,0.962148032526302,0.999957529152844,0.999956371366652,0.999894417903099,0.999803694657648,0.999192701252731,0.999019210094329,0.324267083224453,0.316723786937047,0.347860013283587,0.273071014137911,0.193312417089682,0.228124328602786,0.223297149111626,0.187910936917887,0.70554838564519,0.725878428035065,0.61861713410707,0.633931832086514,0.656742270910206,1,0.966700982944728,0.801413428796601,0,1,1,1,1,1,1,1,0.452398980273967,0.491445872054364,0.384690012575394,0.409585500349716,0.482666156305515,1,0.944111897419673,0.65081741949321,0.0114181354542447,0.0186639903901113,0.063697428773704,0.0673373119215653,0.0793523042901115,0,0,0.0105452128492374,0
49,0.0187956904575504,0.0155277330069482,0.0226983034820926,0.0126849854900725,0.0259872964343545,0.0518901036223654,0.0306956127372338,0.0632537391304248,0.0177414734773209,0.00554034118042835,0.0112319864124537,0.02527198461229,0.0257804974295755,0.0190382708793722,0.0254910736739986,0.0311540682946531,0.387955189397512,0.321846037977339,0.241283750707775,0.236867045171351,0.327845162858499,0.327792206025202,0.13413037868145,0.320761192558942,0.769782261201414,0.899509955498432,0.649950860570264,0.725142455815398,0.32911228050809,0.415825158314989,0.634010433587304,0.379349954082925,0.618267170868084,0.251752455711087,0.587925951941267,0.606693425209873,0.649601877548644,0.673563002402025,0.545718914719674,0.483521718188364,0.817585617228268,0.317898295621761,0.582051821942342,0.657126852523422,0.721664050159297,0.826892770486309,0.478449802655301,0.920523834574473,0.802746501144221,0.57022297609825,0.139334168947491,0,0.155223586378518,0.0462302541120201,0,0.216149021117488,0.0489782539026719,0.0240359224887037,0.210924525665759,0.313935656134347,0.520922568070285,0.542620390555375,0.288333231788193,0.280912254158546,0.873248313569566,0.604449931933872,0.262369431591216,0.057038968980813,0,0,0,0.16210188830879,0.539707528500635,0.546124753326004,0.378054174652364,0.22724716975765,0.380302392872149,0.319320648287554,0.238092254268958,0.792428082994042,0.286541423004465,0.146356632981836,0.389875964057265,0.557899499516158,0.654875527388809,0.794963347200336,0.561813990885071,0.50630331543489,0.838426664746664,0.858148909714012,0.844099345131568,0.846144369966969,0.713360673830631,0.768756396690195,0.861831590856521,0.712878774275129,0.687524197644588,0.824196931965269,0.339313756702933,0.189420517852572,0.0790787032038553,0.0244758479528939,0,0.235174912333456,0.365775070287819,0.528302571466572,0.59156071244531,0.569301076995263,0.403377400232649,0.494277511498438,0.641305775601919,0.334224503349281,0.0266927669932886,0.0228902980038881,0.0356299322155078,0.0189163693339832,0.0450114457306093,0.0746733443350414,0.0275906599079607,0.0737120633018566,0
50,0.418910037610947,0.513805368463433,0.56714522511167,1,0.492687307509459,0.537469780174768,0.568223966856437,0.226874961622958,0.426354656591343,0.505901718107894,0.565021203382012,1,0.499559953965251,0.528189097055515,0.55742345068088,0.22550564773041,0.775519143831421,0.692250441087626,0.689823620672163,0.725363854378483,0.671954071300193,0.629338753861593,0.657550787486821,0.576983650937597,0.890650413932232,0.234199798667025,0.245721344926998,0.339952816137279,0.299023076258996,0.192302050846152,0.133120767008093,0.153517029207294,0.6854135481269,0.700420560750465,0.891848666046116,0.959538675052494,0.887626073678466,0.826284575886205,0.891584153955646,0.808456186396318,0.945135867125879,0.924470246594458,0.958619882560535,0.992336884722953,0.969217513015188,0.96376360522003,1,0.967091169237681,0.954173857439392,0.663201377518291,0.418286068013938,0.428987445516747,0.915853135279309,0.44435164033079,0.320222751070754,0.097497124671817,0.299512841140441,0.320734524065341,0.358998280312485,0.384483857614411,0.313755658992258,0.236025127327142,0.376255569317781,0.292589722311474,0.932532460488434,0.0421655242802517,0.456371436369608,0.468653006081293,0.0755379110743827,0.459156443792922,0.579562258309961,0.0360906339162563,1,1,1,1,1,1,1,1,0.560260274270756,0.163595590117433,0.18292755407357,0.116520586130448,0.142723142603455,0.08731241099005,0.153878231047866,0.110989637590219,0.0709664297119557,0.0477404963662496,0.0308863960470811,0,0.0375369055921271,0.0105434445990785,0.0185399930559262,0.0848743245033646,0.93530486018771,0.0441107849698405,0.657872339464066,0.389664681047875,0.122912837244454,0.352918485046159,0.396956650083022,0.0724340296929849,0.541281322551946,0.00545853217353509,0.00454875135808457,0,0.00537432969183471,0.0020349661347214,0.00254638811081451,0.0193220906134319,0.651867729577619,0.771509627197674,0.818762877041826,1,0.786056389334797,0.920491318039586,0.871311937975527,0.372731853265208,0
51,0.253394166089159,0.184894129888517,0.244188578192478,0.0700099817819543,0.00694518928345397,0.142150309515379,0.193376852136114,0.192048446407729,0.066747890919591,0.0130250689833902,0.0210501405447528,0.00425628486169916,0.000510171394392998,0.0116026952561658,0.0169148972160113,0.0323188379274598,0.862805155320096,0.744127180736435,0.709744718782157,0.621406701750554,0.417852644813763,0.593122488637732,0.650455025431551,0.640436678206318,0.646239823328518,1,1,1,0.8818178620628,0.968830551648139,0.989308848005599,0.0407011404478825,0.677860770013974,0.899330145600223,0.527182084351496,0.67919599315322,0.135454270689189,0.728496844630578,0.514516640499144,0.64394669991755,0.890979991087655,0.940404906413194,0.604236350322596,0.89486518619952,0.400712745992182,0.804476690358799,0.59301880178555,0.721980747093851,0.0723262237545702,0.983263451041856,0.783281674715924,0.907491981718778,0.294465377697181,0.986767302011058,0.871404475697093,0.490282200711589,0.481136116002598,0.206467522639241,0.467505276932987,0.103846390009386,0.0232058337680014,0,0,0.0109899351440003,0.397444574961822,0.244982967279892,0.561356254210203,0.55652027427507,0.626615400253343,0.196882139659255,0.577824749535663,0.0305720545997293,0.805503761396505,0.85288987936694,0.740042235981334,0.817559089073736,0.813537418443796,0.897354868872541,0.933433215053978,0.925467896917862,0.499507886279798,0.411490240771139,0.913876380082994,0.422227691961971,0.317971805327005,0,0.503470754697335,0.541524932308281,0.619164165234079,0.902190369503396,0.928353249223256,1,1,1,0.52875031774491,0.535793437341049,0.571158762409434,0.205235320869673,0.351823729272295,0.61799911241499,0.657325460683487,0.189470590516689,0.589103642026263,0.0589706162155499,0.254131669353564,0.720043031853143,0.797668614465455,1,1,1,0.985974910330288,1,0.164338472933404,0.0810672709881315,0.0953373219825044,0.016413575321483,0.00256356511956873,0.0624185253987434,0.254997838418924,0.269087956034575,0
52,0.0387992332851365,0.0367312978197569,0.0119640774184161,0.00666770174959416,0.0194118684591837,0.0418020664957477,0.00862011902294271,0.0548708140494411,0.0461255556452217,0.0368806940412688,0.0170178472182872,0.0150431656894284,0.0158705083326739,0.0221609443681534,0.00883221032098091,0.0366922003255795,0.587342604602472,0.577774792137633,0.162562679349801,0.124986579593887,0.258633235250617,0.273274684015946,0.00497615959934191,0.287682191880704,0.0941648999739991,0.259538021167403,0.41186163763407,0.386542694324419,0.396727655862598,0.425247345732611,0.314257603642973,0.285469550725199,0.670781527307033,1,0.707160359771909,0.538268951558692,0.529842400523764,0.667726071369213,0.235524986935306,0.368006365283486,0.861944884887434,1,0.723095438552824,0.629956975852515,0.681101926944402,0.841081997091167,0.203785589537618,0.88798860646419,0.785643611784947,0.623301177854523,0.113544573373892,0.147411366472769,0.270183704748108,0.0632372447950066,0.331983992213329,0.220446113843685,0.221061100708469,0.270757365417657,0.162334278457909,0.154442456234559,0.116263417253665,0.196642311332686,0.0973842922409781,0.149959075316593,0.927422900987922,0.628898667433111,0.296317705518858,0.571770396286409,0.222368741951555,0.0695251589642093,0.436601397307614,0.17336566357961,0.465142569458144,0.403238702243154,0.196301376737642,0,0.12863765675982,0.172546107000896,0,0.695224802562107,0.198124708492854,0.0891225340553443,0.297534822615218,0.285400046086169,0.290859880608812,0.41259126899648,0.293903296142087,0.311641449584109,0.362437791830005,0.453817236372375,0.827171265334746,0.816742200096946,0.862336473261231,0.882225308398596,0.853194503671492,0.784460225497943,0.793244746202654,0.842999643924083,0.384889819421206,0.680327589884112,0.18787551325352,0.0431967785290299,0.348539612576905,0.241871970444219,0.0594263580567126,0.133318857259565,0.561457771517601,0.517181840299282,0.629869839017401,0.687719813820784,0.624883477814024,0.423921400428751,0.0768194874639109,0.0643353640988438,0.0254354154585821,0.0131851055337202,0.0215779039247414,0.0382652432203903,0.00337074966257231,0.0428527087557136,0
53,0.241963633564996,0.22850768581255,0.165152883621508,0.221751060236866,0.155059337893797,0.175941834516716,0.264535209878991,0.0794109394888006,0.258851219213857,0.251946562072594,0.185281871220039,0.233826734014601,0.178289891938322,0.184656273055798,0.268629266697885,0.0824756935551029,0.654472831445766,0.504255736012914,0.454995592633072,0.428372590381046,0.458982169869518,0.449917353485525,0.597823419434974,0.504404337366463,0.886816168576502,0.144889967489616,0.125567535309852,0.158424776766433,0.162760292993408,0.159166955246949,0.174776491446141,0.239982528142916,0.778221412129383,0.712796980789066,0.935853427094988,0.870936871721009,0.914873112068025,0.76755440888753,0.819615903555364,0.766284917111604,0.945139440634044,0.913106821655521,0.948428287413645,0.962714378232253,0.92335120642892,0.901048978984158,0.91351547784524,0.890096318779832,0.962307573738985,0.665959301168721,0.440561276084886,0.694268995033789,0.972650527633672,0.520098271118675,0.30532075305276,0.0970832997075475,0.583425318362908,0.508278209496697,0.680223033737683,0.729707877577092,0.638834211493996,0.429546766545789,0.66060640157331,0.645732649235052,0.944803127020075,0.0518774745222615,0.627427419958358,1,0.124521913160695,0.573577139752203,0.60426995031972,0.0451969324918832,0.961460913128136,0.965224374291946,0.938812752151093,0.955695941895909,0.940731206609475,0.958147748081979,0.921436929856325,0.913655386488751,0.578934594705327,0.274135191951248,0.405635708719221,0.266579369015715,0.340828882896979,0.186369953296205,0.308269072338178,0.302235227726853,0.113690571891401,0.109985805662231,0.126580906300555,0.121594221131855,0.144374279214461,0.158670098554914,0.168513003522322,0.300991627799343,0.939717741552356,0.045540121220942,0.668439309530858,0.554791964202766,0.160418919254473,0.409275685386049,0.40871636848876,0.0785931287061762,0.541995816907799,0.0133482691048,0.0203560466716124,0.01403988139605,0.02284338363201,0.0348327230957518,0.0266586445845471,0.0838089173062021,0.534333839028893,0.581850098187343,0.514287724929233,0.551913075721953,0.471844038121982,0.465852596101575,0.426760824801047,0.130958485669416,0
54,0.345298786972327,0.239649574927451,0.669594681393366,0.2539153294693,0.395227365220886,1,1,1,0.546232764327365,0.266446856254187,0.786587415658381,0.309240465904577,0.61454404203697,1,1,1,1,0.991578457317779,1,0.926276258402335,0.922693863593015,1,1,1,0.174467204991953,0.287897421056609,0.232103898100368,0.169003392873209,0.168802657431154,0.153655144072607,0.178022020349431,0.148610825798786,0.683461349590989,0.418193509186313,0.70851792629849,0.565847312957297,0.750673929400492,0.688119849255278,0.442266064809432,0.845610318950965,0.870735499855384,0.607417575922888,0.774255881791755,0.720377759216323,0.880245341309467,0.892778816133754,0.539548766281046,0.99090746822616,0.788480640466667,0.569905034603173,0.130635192965404,0.160075763391593,0.289910593143389,0.079411706911379,0.316038425220779,0.21471058097218,0.0475385508200801,0.0881197287324439,0.0550694073743103,0.0562717246242846,0.0918731166929714,0.0549219763372564,0.0163398838945269,0.181378237380256,0.889466132368131,0.610865253038826,0.334767262221252,0.627946292808579,0.276366875394959,0.09626028202173,0.526288630205458,0.18141046276065,1,1,1,1,1,1,1,1,0,0.00952657986787563,0,0,0.0221058127974783,0,0,0.117716241690849,0.0804275584101927,0.121747712239594,0.0646192570591705,0.108157044886619,0.0984524956091862,0,0,0,0.752335784224264,0.834538328098222,0.443519831362312,0.757591098450109,0.284343637161316,0.0720977080227514,0.464317368663861,0.258591517076515,0.00962704739360569,0.0250221996858109,0.0181445942473944,0.028322128106106,0.0288124180310975,0,0,0,0.30995579734897,0.250467700582551,0.569251601376363,0.279598301783516,0.404311788671992,1,1,1,0
55,0.0512500370741291,0.158718097701062,0.394467409687978,0.376579890873839,1,0.905868931228487,0.700906899035837,0.239599466976068,0.0925200324696481,0.19605707873277,0.422315950287352,0.400231600300838,1,0.910970129523225,0.7134792816531,0.28622431958118,0.382625603930833,0.446644822636764,0.532616192894858,0.625775935942355,0.6362597248162,0.602133234299851,0.633757318350973,0.290910736601542,0,0,0,0,0,0,0,0,1,0.733138228155006,1,0.854218908945763,0.74442646387736,0.855840037101782,0.913911219580648,0,1,1,1,1,1,1,1,0,1,1,1,0.732855937358676,0.824639467286858,0.808583416898311,0.407041467953514,0,0,0.60197092111081,0.00253114842123123,0,0.0334041644081539,0.0389749188639403,0.0472677429813788,0.0241964569571082,0.906747494386136,0.201449723703551,0.279273693178316,0.0770372086312306,0.233361559639375,0.0519782336930679,0.256388880839575,0.603116651568746,1,1,1,1,1,1,1,0.356273828719162,0,0.796300879032925,0,0,0,0,0,0.10789373273974,0.241858084646081,0.154507849438675,0,0,0,0.0328339138416931,0,0.640441969478588,1,1,0.641646737574514,0.3194131638042,0.356752137630285,0.138309872235995,0.283225274174926,0.951418457231493,0.0455197407898007,0.032116317702995,0,0,0,0.00594366922054784,0,0.376310047373804,0.298548976787422,0.536013462742093,0.96831460254588,1,1,0.853741229239137,1,0.0991678927886547,0
56,0.497115843661643,0.841444016564089,0.837295293657352,0.995650230196048,0.625345922235851,0.681902600489194,0.618122678736367,0.199248405777151,0.418875852757891,0.660121296049267,0.700156885521957,0.816361661227226,0.517339468114057,0.553293118271165,0.516173135247081,0.168117150160418,1,1,1,0.980250779974945,1,0.978766272405701,0.973949575023604,0.892177649243914,0.905891878543972,0.449992662705775,0.518034412026589,0.682833560612443,0.779566123898933,0.487349756027911,0.317028202823027,0.429080174855604,0.672641997134329,0.638056016241379,0.855428068409989,0.795135392682373,0.749423612222338,0.707189148710087,0.743926614464565,0.756923292011,0.92559696604707,0.884220800316683,0.930221602394835,0.960400042525581,0.878646542456996,0.895160574207888,0.896675135193629,0.888874406621663,0.952224650377451,0.661599428413022,0.413943713048814,0.36357036530836,0.895311003559058,0.360677924191913,0.255415177864176,0.0723705593151347,0.494875711022631,0.318772251842453,0.518191295227871,0.478296827302944,0.476893999765329,0.331073986353121,0.394833339276803,0.440859083059672,0.932105211102236,0.0402182395235824,0.445285408289516,0.452260537111581,0.0721796683588931,0.442141979102412,0.567906146203459,0.0345599561514303,0.919808722072833,0.901754097547641,0.873010219477963,0.916802805082058,0.875765365332615,0.8997302512302,0.837576451123521,0.858366404357572,0.574534249834882,0.166569602185578,0.271113862989428,0.163769339175434,0.247568888433258,0.128989050961616,0.167823337088441,0.188072046802576,0.138249060678521,0.068536982854265,0.0615020230815599,0.0980820306442722,0.116663415146838,0.0798215553180404,0.092749874577895,0.205737537309675,0.934350811910729,0.0437836477096773,0.656799248000094,0.388410360726974,0.120081715219672,0.347279263162073,0.395260288421089,0.0724071790005902,0.542439532840302,0.00799091259271863,0.00930838218386697,0.0110631124103406,0.017969000618511,0.0163287958466348,0.0136276853945392,0.0521576185833706,0.511005723239518,0.720127733578732,0.717857513891195,0.654401098417492,0.561801666008391,0.667244806572594,0.597828823742244,0.196627764623858,0
57,0.276115784213641,0.288953158901348,0.209885569869655,0.213847699008975,0.274451022316242,0.483208676597816,0.734264446543157,0.635664170558456,0.157343026604885,0.184272487648867,0.0898683740535193,0.101876978264211,0.0858925894434796,0.184095827888196,0.76301454623272,0.550992121853696,0.510131798539389,0.570838154818456,0.566225509294218,0.646710915117292,0.608780767722229,0.725461681899549,0.714083145993177,0.686866359320549,0.635509662681575,0.620971864891604,0.670914695200357,0.575587876255054,0.612379693944225,0.530229451098223,0.635792381084618,0.681601490597562,0,0,0.405858026821839,0,0,0,0.547557848429453,0.232924905007196,0,0.0187849755825536,0.524486238397731,0,0,0,0.647412405579882,0.45282940277524,0,0.606337362163114,0.266838904634743,0.0580360636795093,0.395804686469818,0.000269312746711212,0.944179889663742,0.125196648457316,0.361734097257865,0.401794504541491,0.308459083136924,0.303630109082752,0.264671303863517,0.230085543679515,0.135170943424868,0.0561804423837348,0.60665835003334,0.667570975647252,0.520300524975786,0.143073919792436,0.44757763138411,0.0794024768352333,0.968458574745855,0.106585443833282,0.478964086347913,0.557413599313177,0.572425239523385,0.57519289107538,0.589877094887291,0.607158249290209,0.597692005661742,0.592974605102878,0.85162857803393,0.928664177738551,0.919893938723569,0.0467082474309842,0.0393804993288787,0.768911997540831,0.811433473142712,0.919536940378235,0.330986635786962,0.290384233675178,0.295995956922453,0.321191975038181,0.291741538952838,0.181908767591095,0,0.0382743338624703,0.804803536712625,0.825598866189768,0.70799562208686,0.244277543894444,0.447441944760432,0.108855257060029,0.919771342504897,0.137995035303963,0.892496160567564,0.942179490243582,0.950709618925921,0.0178785045214801,0.0192570385287859,0.872260305158863,0.851984461850467,0.95260682544187,0.202447804971997,0.245745988374533,0.221440508471724,0.215894318929785,0.260993249465922,0.421199279366881,0.888127373535039,0.778048853545678,0
58,0.113241924834484,0.127507122946681,0.112674725025213,0.252943577305201,0.13437133684882,0.118222149809702,0.0197046631823512,0.0177955513526774,0.129396218376952,0.163450771813837,0.145244089130735,0.282679935131474,0.169918885739571,0.140091398432779,0.0456616707194625,0.0262982443745983,0.543430130539457,0.437903939953544,0.43197895454661,0.483948937370065,0.466876089821377,0.410400196287749,0,0.119716942080761,0.889863709196645,0.222438058756773,0.247974849672082,0.297734808476884,0.291768593645648,0.274363535130422,0.508939522868518,1,0.598286942650502,0.654307089945349,0.822338177096306,0.717718075228718,0.694697575346794,0.614471520153621,0.703852686003025,0.646850125956559,0.910095553187748,0.900981589157737,0.922562900057585,0.952718416972317,0.862099885894182,0.86705382859512,0.870124963609181,0.84980457771104,0.952826729982722,0.663982410225453,0.419772462942074,0.386636777822922,0.897246142315248,0.375128802874209,0.231258451790455,0.0488224878383893,0.294083537686527,0.234367485707499,0.320173786382962,0.335710849400802,0.255903402686008,0.140784414502889,0.269580534888736,0.472140412154,0.950553378572842,0.049611883476714,0.555533444034215,0.564781256930734,0.0904586434642785,0.50604643686673,0.525454114171845,0,0.918369460050133,0.899953849213047,0.858501338985353,0.908279367924615,0.866792125197384,0.894473792811824,0.794400230032096,0.837725966543647,0.582063647147684,0.275310089403226,0.448958050606112,0.25220657673856,0.320066349423429,0.167270856212099,1,0.870465645898382,0.554009072889006,0.620509357161483,0.659028822153371,0.600112630222893,0.652499474644488,0.721707548377717,1,1,0.994279525773997,0.0542130817852546,0.704789405947944,0.634942216326316,0.237579130997709,0.613229746538941,0.302692433588633,0,0.557803040769952,0.151828203791163,0.216987646472577,0.13373156031277,0.206440331143672,0.331670335505898,1,1,0.18714708341136,0.174676131906141,0.145739921111032,0.183225264352843,0.136715119558358,0.118889189540995,0,0.00247598082123039,0
59,0.210026977314551,0.115479713894933,0.00303788609278807,0,0.0722112649446911,0.133053384145456,0.18145682469654,0.0841783962799869,0.223002741905146,0.154824676034301,0.0404072439433366,0.0149658825731812,0.0938719274919504,0.140269805735329,0.186709984517839,0.0871167109488603,0.597467738690381,0.419424544120471,0.139688253705091,0.241060207188992,0.353117819897403,0.378922546271252,0.441487664589856,0.467834096337389,0.882655281824334,0.223037369396437,0.142291656096274,0,0.0362776816594383,0.0945958847463232,0.08422734119383,0.17295391674483,0.406367468095722,0.518026594547155,0.669913530421615,0.394555745385548,0.545287036644419,0.496241886557059,0.614089114970945,0.598855685075028,0.823818481246767,0.784297356263861,0.843868100859244,0.909059076342234,0.796763532319708,0.810148342227476,0.811935443259783,0.826531016249441,0.933639844125523,0.650884943869018,0.423383702548599,0.579044194101525,0,0.16989060722555,0.184842427731713,0.0545560992296101,0.282278842333665,0.209057609194143,0.336932916305859,0.521323503021908,0.508043080459222,0.335360084804013,0.463741969029602,0.440731762834207,0.939900332757738,0.0510828535235224,0.350956097024025,0.183612086319485,1,0.651627325450148,0.627851456686718,0.0424491299401248,0.886176369609355,0.85750634080259,0.820147173741324,0.892562288394396,0.854836890053163,0.886634461960649,0.789138255137713,0.839318128337274,0.559854129181076,0.140748435468919,0.334401196129067,0.200493154805393,0.271806930844582,0.141270910065483,0.209973741184588,0.192011790054429,0.104532901156449,0.294242070246449,0.517554839190343,0.190858699854561,0.138939826037092,0.130239149129932,0.12023649077933,0.222709844777393,0.943139675480802,0.0512580162799889,0.636463300315199,0.249706297909931,1,0.458234932396892,0.422351368993634,0.0776691201055445,0.541836765441492,0.0436502863693699,0.133307108982614,0.0236898193942405,0.0218666165060474,0.0278565993550236,0.0181349794294065,0.0573755771782392,0.506588095238963,0.301729197207761,0.138041973961998,0.376035579783381,0.435211285751596,0.472919278838128,0.463968338462733,0.162172552987171,0
60,0.0731336613782809,0.0769102427591962,0.0846260326701102,0.26592834012776,0.152277390183421,0,0,0,0.107858930863348,0.127176709524802,0.128063995345902,0.313073401896479,0.192706844865193,0.0292634142502129,0.0285543343937104,0.0100415918925997,0.466426816304119,0.345946852672162,0.362206769834199,0.450222541001344,0.44861854519214,0.119463175533809,0.11307241768831,0.0534975849610745,0.877772857844568,0.0418711733142923,0.0597672639888941,0.155149367600222,0.133894893334399,0,0,0,0.643231176056881,0.663438257922618,0.807165505642063,0.738971419002806,0.697409114276991,0.605567700721201,0.693854143507971,0.649262766093344,0.934529499533684,0.915992457779637,0.919345170902479,0.961880795185482,0.864958343979847,0.860515942751934,0.865962995575809,0.858395602867363,0.785610344247989,1,0.430783715947287,0.431408792964362,0.898403958998906,0.30420520412211,0.2286927367707,0.0530431258589181,0.23709091033621,0.192972664644278,0.183685380903517,0.235975607275516,0.197042115078714,0.153731972511523,0.251076586098326,0.253493054736652,0.593098740858334,1,0.807121007189436,0.567392764298562,0.0897337240844933,0.344197398252371,0.509561322983025,0.0191033709329001,0.920359757280008,0.897190560919411,0.863060182457261,0.910897789515961,0.867471553193581,0.892968608617081,0.792772746340413,0.863495041981532,0.568506480278888,0.191649962901599,0.220148294177985,0.144430279493456,0.210257529490505,0.364727082795026,0.59216138295083,0.501467310474451,0.45965611772464,0.533423409380497,0.568094684804277,0.502338727939448,0.567835564786321,0.965787652764957,0.910938679065602,0.997008722335631,0,1,0.84330822104026,0.690917966469092,0.24427226209608,0.090331545355975,0.256706725526206,0.0269130147480153,0.552143059550489,0.111238636336596,0.158664893657262,0.0940685584146365,0.154004039944525,0.843798894442077,0.580233454261691,0.986073723142798,0.203286159817504,0.185320191121715,0.158670998251548,0.208643654179622,0.154850884250845,0.0447801258799314,0.0233911127897082,0.000896812669165794,0
